,index,Spanish-es,emotion
1092,2169,contralor,trust
1093,2170,contrario,anger
1094,2173,contribuyente,trust
1095,2174,control,fear
1096,2175,convencer,anticipation
1097,2177,convencido,trust
1098,2178,convenido,trust
1099,2179,conveniente,joy
1100,2181,convento,trust
1101,2182,convergencia,anticipation
1102,2183,Convincente,trust
1103,2184,convincente,trust
1104,2185,convulsión,anger
1105,2188,cooperación,trust
1106,2189,cooperando,trust
1107,2190,cooperativa,anger
1108,2193,copas,joy
1109,2194,coral,joy
1110,2195,corazón,joy
1111,2196,Corazón feliz,joy
1112,2197,Cordero,joy
1113,2199,cordón,anger
1114,2203,cornudo,disgust
1115,2204,coro,joy
1116,2206,coronación,joy
1117,2208,coronamiento,anticipation
1118,2212,coronel,trust
1119,2213,corporación,trust
1120,2214,correo,anticipation
1121,2215,correo no deseado,anger
1122,2216,correr,fear
1123,2217,correspondencia,anticipation
1124,2218,corriendo,joy
1125,2219,corroboración,trust
1126,2220,corroborar,trust
1127,2221,corrompiendo,anger
1128,2225,corrosivo,fear
1129,2226,corrupción,disgust
1130,2227,cortador,fear
1131,2228,corte,anger
1132,2229,Corte,anger
1133,2235,cosa muy pegajosa,disgust
1134,2236,cosas Pequeñas,joy
1135,2237,cosecha,anticipation
1136,2239,cosmopolita,trust
1137,2240,cosquillas,anticipation
1138,2244,costado,anticipation
1139,2245,coyote,fear
1140,2246,crédito,trust
1141,2248,crédulo,sadness
1142,2250,crítica,anger
1143,2256,crítico,joy
1144,2257,creíble,trust
1145,2258,creído,trust
1146,2259,crear,joy
1147,2260,creatividad,joy
1148,2261,crecer,anticipation
1149,2264,creciente,anticipation
1150,2266,crecimiento,joy
1151,2267,credencial,trust
1152,2268,credibilidad,trust
1153,2269,crema,anticipation
1154,2272,cremación,sadness
1155,2273,crescendo,anticipation
1156,2277,cretinos,anger
1157,2278,creyendo,trust
1158,2279,creyente,trust
1159,2280,criatura,disgust
1160,2282,crimen,anger
1161,2285,criminal,anger
1162,2288,criminalidad,anger
1163,2291,cripta,fear
1164,2293,crisis,fear
1165,2294,cristiano,joy
1166,2295,Cristo,joy
1167,2296,criticar,anger
1168,2301,critter,disgust
1169,2302,crónica,trust
1170,2303,crónico,sadness
1171,2304,crucero,joy
1172,2305,crucial,trust
1173,2306,crucifixión,anger
1174,2310,crudo,disgust
1175,2311,cruel,anger
1176,2320,crueldad,anger
1177,2324,crujido,anger
1178,2325,crujiente,disgust
1179,2327,cruzada,anger
1180,2329,cruzar,anger
1181,2332,cuarentena,fear
1182,2333,cubo,trust
1183,2334,cubrir,trust
1184,2335,cuenta,trust
1185,2336,cuenta regresiva,anticipation
1186,2338,cuentas,trust
1187,2339,cuerpo,disgust
1188,2342,cuesta arriba,anticipation
1189,2344,cuestionable,disgust
1190,2345,Cuidado,anger
1191,2346,cuidadoso,trust
1192,2347,culinario,trust
1193,2348,culo,disgust
1194,2350,culpa,anger
1195,2355,culpable,anger
1196,2357,cultivar,anticipation
1197,2359,culto,fear
1198,2360,cumpleaños,anticipation
1199,2363,cumplido,joy
1200,2365,cumpliendo,joy
1201,2366,cumplimiento,anticipation
1202,2369,cumplir,joy
1203,2371,cuna,anticipation
1204,2374,cuota,anger
1205,2375,curable,trust
1206,2376,curación,anticipation
1207,2380,curandero,disgust
1208,2381,curiosidad,anticipation
1209,2383,curioso,anger
1210,2385,curtido,anger
1211,2388,custodia,trust
1212,2390,custodio,trust
1213,2391,dañar,anger
1214,2394,daño,fear
1215,2395,daños y perjuicios,sadness
1216,2396,dados,anticipation
1217,2397,débil,anger
1218,2402,débiles,sadness
1219,2403,Déjame solo,anger
1220,2404,día de juego,fear
1221,2405,día de paga,joy
1222,2406,Día del Juicio Final,anger
1223,2411,día divertido,joy
1224,2412,día feliz,joy
1225,2413,día lluvioso,sadness
1226,2414,día siguiente,anticipation
1227,2415,dígito,trust
1228,2416,daga,fear
1229,2417,dama,anger
1230,2420,dama de honor,joy
1231,2422,dando,joy
1232,2423,dandy,disgust
1233,2424,danza feliz,joy
1234,2425,dar fe,trust
1235,2426,dardo,fear
1236,2427,de confianza,trust
1237,2428,de despedida,sadness
1238,2429,de lujo,trust
1239,2430,de mala fama,anger
1240,2433,de maniático,anger
1241,2434,de miedo,fear
1242,2435,de mierda,sadness
1243,2436,de pacotilla,disgust
1244,2437,de serie,anticipation
1245,2438,debacle,fear
1246,2440,deberes,fear
1247,2441,debido,anger
1248,2447,debilidad,sadness
1249,2449,debilitante,disgust
1250,2452,decaer,fear
1251,2454,decepción,disgust
1252,2456,decepcionado,anger
1253,2459,decepcionante,sadness
1254,2460,decepcionar,anger
1255,2463,dechado,anticipation
1256,2466,decimotercero,fear
1257,2467,declaración,trust
1258,2468,declaración errónea,anger
1259,2470,decorar,joy
1260,2471,Dedicación,trust
1261,2472,defecto,anger
1262,2484,defectuoso,anger
1263,2486,defender,fear
1264,2488,defendido,trust
1265,2489,defensa,anger
1266,2493,defensor,trust
1267,2494,deferencia,trust
1268,2495,definir,trust
1269,2496,definitivo,trust
1270,2497,deflación,fear
1271,2498,deformación,anger
1272,2500,deformado,disgust
1273,2502,deformar,disgust
1274,2503,deformidad,disgust
1275,2506,defraudar,anger
1276,2508,degeneración,anger
1277,2511,degradante,disgust
1278,2514,degradar,disgust
1279,2515,dejando,sadness
1280,2516,dejar de seguir,anger
1281,2517,dejar estupefacto,surprise
1282,2518,delegar,trust
1283,2519,deleite,anticipation
1284,2521,delfín,joy
1285,2524,deliberado,anger
1286,2526,delicado,disgust
1287,2528,delicioso,anticipation
1288,2531,delincuente,anger
1289,2537,delirante,anger
1290,2545,delirio,anger
1291,2552,demacrado,fear
1292,2555,demanda,anger
1293,2556,demanda judicial,anger
1294,2561,demandante,anger
1295,2563,demandar,anger
1296,2565,demasiado caro,anger
1297,2568,demencia,fear
1298,2570,demente,fear
1299,2571,demoler,anger
1300,2573,demolido,sadness
1301,2574,demoníaco,anger
1302,2578,demonio,anger
1303,2590,demostrativo,joy
1304,2592,dentista,fear
1305,2593,dentistas,fear
1306,2594,dentro de poco,anticipation
1307,2595,denuncia,anger
1308,2598,denunciar,anger
1309,2600,DEP,sadness
1310,2601,dependencia,anticipation
1311,2605,depender,anticipation
1312,2607,dependiente,trust
1313,2608,deplorable,anger
1314,2612,deplorar,anger
1315,2615,deportación,anger
1316,2618,deportar,fear
1317,2620,depositario,trust
1318,2621,depravación,anger
1319,2623,depravado,anger
1320,2628,depreciación,fear
1321,2629,depreciado,anger
1322,2633,depreciar,anger
1323,2635,depresión,fear
1324,2638,depresivo,sadness
1325,2639,deprimente,disgust
1326,2641,Deprimido,anger
1327,2644,deprimir,fear
1328,2646,dermatólogo,trust
1329,2647,derrocamiento,anticipation
1330,2649,derrocar,surprise
1331,2650,derrotado,sadness
1332,2652,desacreditar,anger
1333,2653,desacuerdo,anger
1334,2655,Deséame suerte,fear
1335,2656,desafío,anger
1336,2659,desafiante,anger
1337,2660,desafiar,anger
1338,2664,Desafortunadamente,sadness
1339,2665,desafortunado,anger
1340,2669,desagradable,anger
1341,2675,desagradecido,anger
1342,2677,desairado,anger
1343,2678,desalentado,sadness
1344,2679,desalentador,sadness
1345,2680,desalentar,fear
1346,2682,desalojar,sadness
1347,2683,desalojo,anger
1348,2687,desamor,sadness
1349,2688,desanimado,disgust
1350,2690,desaparecer,fear
1351,2692,desaparecido,fear
1352,2697,desapasionado,sadness
1353,2698,desaprobación,anger
1354,2702,desaprobado,anger
1355,2704,desaprobar,anger
1356,2708,desarrollar,anticipation
1357,2709,desastre,anger
1358,2714,desastroso,anger
1359,2717,desatar,joy
1360,2718,desatraillar,anger
1361,2719,desayuno,joy
1362,2720,desbordante,joy
1363,2721,descalificado,anger
1364,2724,descalificar,sadness
1365,2725,descansado,joy
1366,2726,descansando,joy
1367,2727,descanso,anticipation
1368,2731,descarado,anger
1369,2732,descendencia,fear
1370,2734,descolorado,disgust
1371,2736,descoloramiento,disgust
1372,2737,descolorarse,trust
1373,2738,descomponer,disgust
1374,2739,descomposición,disgust
1375,2742,Descompostura,fear
1376,2743,descompuesto,sadness
1377,2744,descomunal,fear
1378,2745,desconcertado,fear
1379,2747,desconcierto,fear
1380,2749,desconecta,anger
1381,2750,desconectado,sadness
1382,2751,desconectar,sadness
1383,2752,desconfianza,anger
1384,2757,desconocido,anticipation
1385,2761,desconsiderado,anger
1386,2766,descontento,anger
1387,2773,descortés,disgust
1388,2774,descubrir,surprise
1389,2775,descuidado,anger
1390,2781,descuido,anger
1391,2783,desdén,anger
1392,2786,desdeñoso,anger
1393,2787,desdichado,disgust
1394,2789,deseando,joy
1395,2790,deseducado,sadness
1396,2791,desempleados,fear
1397,2793,desenfrenado,anger
1398,2800,deseo,joy
1399,2801,deseoso,anticipation
1400,2802,deserción,fear
1401,2803,deservicio,anger
1402,2806,desesperación,anger
1403,2816,desesperado,fear
1404,2818,desfallecer,fear
1405,2819,desfavorable,disgust
1406,2821,desfigurado,anger
1407,2825,desfile,anticipation
1408,2829,desfogue,anger
1409,2830,desgarrador,fear
1410,2831,desgracia,anger
1411,2836,desgraciado,anger
1412,2840,deshecho,anger
1413,2842,deshonestidad,disgust
1414,2843,deshonesto,anger
1415,2846,deshonra,anger
1416,2850,deshonrado,anger
1417,2853,Desierto,anger
1418,2854,desierto,anticipation
1419,2861,designacion,trust
1420,2862,desigual,anger
1421,2866,desigualdad,anger
1422,2869,desilusión,anger
1423,2872,desinflar,anger
1424,2874,desinformación,anger
1425,2876,desintegrarse,disgust
1426,2878,desinteresado,sadness
1427,2879,desistir,anger
1428,2881,desleal,sadness
1429,2882,deslizamiento de tierra,fear
1430,2884,deslumbrador,anger
1431,2885,deslumbramiento,anger
1432,2887,deslumbrar,surprise
1433,2888,deslustre,disgust
1434,2890,desmayo,fear
1435,2893,desmembramiento,disgust
1436,2896,desmoralizado,fear
1437,2898,desmoronándose,sadness
1438,2899,desobedecer,anger
1439,2901,desobediencia,anger
1440,2903,desobediente,anger
1441,2904,desolado,sadness
1442,2905,desorden,anger
1443,2907,desordenado,disgust
1444,2908,desorganizado,fear
1445,2909,despecho,anger
1446,2910,despectivo,anger
1447,2917,despedida,sadness
1448,2918,despeje,trust
1449,2919,despertar,anticipation
1450,2920,despiadado,fear
1451,2921,despido,anger
1452,2926,desplazado,anger
1453,2929,desplazamiento,disgust
1454,2930,desplegar,anticipation
1455,2931,despojado,anger
1456,2936,despojos mortales,sadness
1457,2937,desposeído,anger
1458,2940,despótico,anger
1459,2942,despotismo,anger
1460,2946,despotricando,anger
1461,2947,despotricar,anger
1462,2948,despreciable,anger
1463,2952,despreciar,anger
1464,2954,desprecio,anger
1465,2957,despreocupado,joy
1466,2958,desprevenido,fear
1467,2959,desterrar,anger
1468,2963,destierro,anger
1469,2966,destinado,anticipation
1470,2968,destinado a,anticipation
1471,2970,destino,anticipation
1472,2979,destrozada,sadness
1473,2980,destrozado,anger
1474,2983,destrucción,anger
1475,2985,destructivo,anger
1476,2988,destructor,anger
1477,2990,destruido,anger
1478,2993,destruyendo,anger
1479,2996,Desventaja,sadness
1480,2997,desvergonzado,disgust
1481,2998,desviación,sadness
1482,3000,detención,fear
1483,3002,detenido,anger
1484,3006,deteriorado,disgust
1485,3010,deteriorarse,fear
1486,3012,deterioro,anger
1487,3016,determinación,trust
1488,3017,determinado,anticipation
1489,3019,detestable,disgust
1490,3020,detestación,disgust
1491,3021,detestar,anger
1492,3025,detonación,anger
1493,3026,detonar,fear
1494,3028,detraer,anger
1495,3029,deuda,sadness
1496,3030,deudor,fear
1497,3031,deudor hipotecario,fear
1498,3032,devastación,anger
1499,3036,devastado,sadness
1500,3037,devastador,anger
1501,3042,devastar,anger
1502,3045,devoto,anticipation
1503,3048,dia de nieve,joy
1504,3049,diablo,anger
1505,3054,diabólico,anger
1506,3059,diácono,trust
1507,3060,diagnóstico,anticipation
1508,3063,diamante,joy
1509,3064,diario,anticipation
1510,3067,Diarrea,disgust
1511,3068,diatriba,anger
1512,3072,dibujando,joy
1513,3073,diccionario,trust
1514,3074,diciembre,joy
1515,3075,dictador,fear
1516,3076,dictadura,anger
1517,3081,dictatorial,anger
1518,3082,dietético,anticipation
1519,3083,difícil,disgust
1520,3087,difamación,anger
1521,3092,difamatorio,anger
1522,3093,diferencial,trust
1523,3094,diferencias,trust
1524,3095,diferentemente,surprise
1525,3096,dificultad,anger
1526,3099,dificultades,sadness
1527,3100,difunto,sadness
1528,3101,dignidad,joy
1529,3103,digno,trust
1530,3104,dilema,anger
1531,3106,diligencia,trust
1532,3107,dilucidar,trust
1533,3108,diluvio,fear
1534,3111,dimes y diretes,anger
1535,3113,dinámica,surprise
1536,3114,dinero,anger
1537,3119,dinosaurio,fear
1538,3120,Dios,anticipation
1539,3124,Dios es bueno,joy
1540,3125,diplomacia,anticipation
1541,3127,diplomático,disgust
1542,3129,diputado,trust
1543,3130,dique,fear
1544,3132,dirección,trust
1545,3133,direcciones,anticipation
1546,3134,director,trust
1547,3135,director de escuela,trust
1548,3136,discípulo,trust
1549,3137,discapacidad,sadness
1550,3138,discapacitado,fear
1551,3140,disciplina,fear
1552,3141,discontinua,anger
1553,3144,discontinuidad,disgust
1554,3147,discorde,fear
1555,3149,discordia,anger
1556,3151,discreción,anticipation
1557,3153,discrepar,anger
1558,3154,discriminación,anger
1559,3158,discriminante,disgust
1560,3159,discriminar,anger
1561,3161,discutir,anger
1562,3162,disección,disgust
1563,3163,disensión,anger
1564,3164,disentería,disgust
1565,3166,disfrutando,anticipation
1566,3169,disfrutar,anticipation
1567,3172,disgustado,anger
1568,3179,disgusto,anger
1569,3186,disidente,anger
1570,3188,disipar,sadness
1571,3189,dislocado,anger
1572,3193,disminuir,sadness
1573,3194,disolución,anger
1574,3198,disonancia,anger
1575,3199,disparar,anger
1576,3201,disparates,anger
1577,3202,disparidad,anger
1578,3205,Disparo,anger
1579,3206,disparo,anger
1580,3212,disponer,disgust
1581,3213,dispuesto,anticipation
1582,3216,disputa,anger
1583,3217,distintivo,trust
1584,3218,distorsionado,disgust
1585,3219,distorsionador,fear
1586,3220,distraído,anger
1587,3221,distraer,anger
1588,3223,disturbio,anger
1589,3227,disturbios,anger
1590,3230,divagar,anticipation
1591,3231,divergente,surprise
1592,3232,diversidad,trust
1593,3233,diversión,joy
1594,3234,divertidísimo,joy
1595,3236,divertido,anticipation
1596,3240,dividido,sadness
1597,3241,divinidad,anticipation
1598,3242,divorcio,anger
1599,3248,doctor,trust
1600,3249,doctrina,trust
1601,3250,dogma,trust
1602,3251,dogmático,anger
1603,3252,dólar,fear
1604,3254,dolor,disgust
1605,3263,dolor de muelas,fear
1606,3264,dolores de cabeza,fear
1607,3265,dolorido,anger
1608,3269,doloroso,anger
1609,3273,dominación,anger
1610,3276,dominante,fear
1611,3278,dominar,anger
1612,3280,domingo,joy
1613,3281,dominio,fear
1614,3283,don,trust
1615,3284,dontmesswithme,anger
1616,3285,dontpánico,fear
1617,3286,dormido,fear
1618,3287,dotación,trust
1619,3288,dotar,trust
1620,3289,douchebags,anger
1621,3290,drenado,sadness
1622,3291,drogado,sadness
1623,3292,drones,fear
1624,3293,duda,fear
1625,3296,dudas,fear
1626,3298,dudoso,fear
1627,3300,duelo,anger
1628,3305,duende,anger
1629,3312,dulce,anticipation
1630,3316,dulces,anticipation
1631,3318,dulzura,joy
1632,3319,dumbasses,anger
1633,3320,duplicidad,anger
1634,3321,durabilidad,trust
1635,3322,durable,trust
1636,3323,dureza,anger
1637,3325,echando humo,anger
1638,3326,economía,trust
1639,3327,edición,anticipation
1640,3328,edicto,fear
1641,3329,edificación,anticipation
1642,3335,edificante,joy
1643,3336,educativo,trust
1644,3337,eek,fear
1645,3338,efectivo,anger
1646,3343,eficaz,trust
1647,3344,eficiente,anticipation
1648,3346,efigie,anger
1649,3347,egoísmo,anger
1650,3348,egoísta,anger
1651,3350,ególatra,disgust
1652,3351,ejecución,anger
1653,3355,ejecutor,trust
1654,3356,ejercicio,joy
1655,3357,el embarazo,disgust
1656,3358,el mejor,joy
1657,3359,el mejor día,joy
1658,3360,El mejor sentimiento,joy
1659,3361,el respeto,anticipation
1660,3364,elación,joy
1661,3365,eléctrico,joy
1662,3367,electo,trust
1663,3368,electorado,trust
1664,3369,electrizar,surprise
1665,3370,elegancia,anticipation
1666,3373,elegante,joy
1667,3374,elevación,anticipation
1668,3378,eliminación,anger
1669,3382,elogiar,trust
1670,3384,elogio,trust
1671,3387,elogioso,trust
1672,3388,elusivo,surprise
1673,3389,emancipación,anticipation
1674,3391,embajador,trust
1675,3392,embellecer,joy
1676,3393,embellecimiento,joy
1677,3395,embolia,fear
1678,3397,emboscada,anger
1679,3400,embriagado,disgust
1680,3401,emergencia,fear
1681,3404,emetofobia,fear
1682,3405,eminencia,trust
1683,3406,emo,sadness
1684,3407,emoción,anticipation
1685,3414,emocionado,anticipation
1686,3419,emocional,sadness
1687,3420,emocionante,anticipation
1688,3427,emociones mezcladas,sadness
1689,3428,empapar,joy
1690,3429,empeñar,trust
1691,3430,empeorando,disgust
1692,3432,empequeñecer,anger
1693,3436,empequeñecido,fear
1694,3438,emplear,trust
1695,3439,empresa,anticipation
1696,3440,empujón,anger
1697,3441,en caso,anger
1698,3445,en desacuerdo,anger
1699,3447,en desuso,anger
1700,3448,en mal estado,disgust
1701,3449,en marcha,anticipation
1702,3450,en pánico,fear
1703,3451,en paz,joy
1704,3452,en peligro de extinción,fear
1705,3453,en verdad,trust
1706,3454,enérgico,joy
1707,3455,enajenar,anger
1708,3457,encadenar,anger
1709,3462,encaja,anger
1710,3463,Encantado,anticipation
1711,3465,encantado,joy
1712,3469,encantador,anticipation
1713,3479,encantar,anticipation
1714,3482,encapuchado,fear
1715,3483,encarcelado,anger
1716,3487,encarcelamiento,anger
1717,3491,enchavetado,anger
1718,3492,enciclopedia,trust
1719,3493,enclenque,fear
1720,3495,encogerse,disgust
1721,3498,encogimiento,fear
1722,3500,encontró,joy
1723,3502,encubrir,sadness
1724,3503,encuesta,trust
1725,3504,endémico,disgust
1726,3507,endeble,disgust
1727,3509,endocarditis,fear
1728,3511,endosar,trust
1729,3512,enema,disgust
1730,3513,enemigo,anger
1731,3518,enemistad,anger
1732,3521,energía,joy
1733,3522,enfadado,anger
1734,3525,enfado,anger
1735,3526,enfatizar,trust
1736,3527,enfermar,disgust
